geneid	chr	left	right
ENSG00000286607	14	91264850	91266693
ENSG00000286616	6	111505307	111511071
ENSG00000286619	1	205813322	205896082
ENSG00000286623	2	74415404	74416783
ENSG00000286625	5	25963827	26015960
ENSG00000286627	18	8012257	8016565
ENSG00000286630	14	92294771	92297648
ENSG00000286641	4	187935089	187992954
ENSG00000286642	18	70497923	70554132
ENSG00000286652	6	27473156	27515969
ENSG00000286654	2	96912549	96917272
ENSG00000286656	5	42993764	43001007
ENSG00000286657	5	150621007	150626779
ENSG00000286661	3	196598549	196612697
ENSG00000286662	12	127758832	127821183
ENSG00000286667	19	374420	387548
ENSG00000286668	1	40939294	40945524
ENSG00000286669	19	47255850	47256477
ENSG00000286675	8	78430856	78666015
ENSG00000286677	8	38082122	38099288
ENSG00000286678	12	107219764	107223576
ENSG00000286679	2	155525424	155664668
ENSG00000286681	8	144854875	144869489
ENSG00000286686	14	81168447	81175400
ENSG00000286689	3	15970003	15971253
ENSG00000286694	10	31608500	31620862
ENSG00000286703	7	22822938	22833482
ENSG00000286707	2	26298570	26306340
ENSG00000286708	11	70886090	70896305
ENSG00000286710	7	425326	439389
ENSG00000286713	5	178690804	178693681
ENSG00000286714	3	149216527	149249201
ENSG00000286721	5	81408231	81411867
ENSG00000286724	X	18984291	19060329
ENSG00000286739	2	74715192	74805982
ENSG00000286742	7	92642463	92667083
ENSG00000286746	13	80653639	81017737
ENSG00000286757	13	99835243	99957818
ENSG00000286760	6	166342601	166351466
ENSG00000286763	8	80893833	80930081
ENSG00000286764	7	446078	448823
ENSG00000286773	1	228329467	228331191
ENSG00000286776	2	115079354	115099092
ENSG00000286781	3	39425342	39448356
ENSG00000286782	9	35012963	35036362
ENSG00000286784	4	32583855	32745525
ENSG00000286786	15	38493308	38499985
ENSG00000286787	20	1023874	1118571
ENSG00000286788	17	58241164	58247385
ENSG00000286789	10	133541809	133542575
ENSG00000286797	2	185425063	185580759
ENSG00000286802	1	89128405	89179798
ENSG00000286804	8	28414499	28416593
ENSG00000286806	3	128563316	128564431
ENSG00000286808	16	22331039	22342938
ENSG00000286812	18	11758977	11786181
ENSG00000286819	6	28489579	28491661
ENSG00000286828	5	97183805	97241757
ENSG00000286829	2	24364644	24478022
ENSG00000286833	2	132347404	132365130
ENSG00000286834	9	94116023	94145693
ENSG00000286837	8	42842958	42876626
ENSG00000286842	9	87434957	87445807
ENSG00000286848	4	70637745	70686816
ENSG00000286849	16	17405509	17408073
ENSG00000286861	14	67627299	67639675
ENSG00000286864	2	237728569	237731131
ENSG00000286867	19	29775504	29781216
ENSG00000286873	2	127884597	127892970
ENSG00000286879	2	183897950	183902286
ENSG00000286885	6	17583443	17601365
ENSG00000286887	6	134295939	134308276
ENSG00000286888	4	16322945	16397259
ENSG00000286890	18	36415474	36424251
ENSG00000286894	16	78793581	78796397
ENSG00000286896	4	139559279	139618140
ENSG00000286897	15	58749923	58761004
ENSG00000286899	1	35908980	35910872
ENSG00000286918	1	58546168	58563897
ENSG00000286923	7	99996783	100013734
ENSG00000286927	8	135977329	135980588
ENSG00000286928	16	66327349	66335138
ENSG00000286933	6	25632673	25640931
ENSG00000286938	7	100482181	100485675
ENSG00000286942	2	231518582	231521067
ENSG00000286943	11	74931724	74936937
ENSG00000286944	9	74630794	74641758
ENSG00000286947	15	48524308	48526051
ENSG00000286951	10	24410183	24416459
ENSG00000286954	6	22663507	22675493
ENSG00000286961	5	22754227	22766824
ENSG00000286976	18	42645391	42741830
ENSG00000286980	2	184204372	184382869
ENSG00000286990	22	17800722	17802035
ENSG00000286998	11	18761664	18764965
ENSG00000287000	15	97945208	97950018
ENSG00000287001	19	50095888	50148304
ENSG00000287005	3	195260632	195263628
ENSG00000287011	7	111757051	111762216
ENSG00000287014	12	60150187	60269686
ENSG00000287016	10	56361464	56364721
ENSG00000287020	15	46317393	46351753
ENSG00000287032	7	35590723	35625119
ENSG00000287039	7	51825706	51864798
ENSG00000287040	1	159900475	159903431
ENSG00000287041	2	202137570	202149627
ENSG00000287042	3	15860092	16137537
ENSG00000287044	6	108441880	108558370
ENSG00000287045	3	142595909	142723974
ENSG00000287059	3	14038647	14047181
ENSG00000287064	1	154671593	154678345
ENSG00000287069	3	19389185	19702795
ENSG00000287070	9	97921590	97922181
ENSG00000287074	12	19582317	19583274
ENSG00000287077	10	87203717	87225076
ENSG00000287079	20	56550605	56555579
ENSG00000287083	4	179921636	180059807
ENSG00000287085	2	152450162	152452891
ENSG00000287086	3	10149986	10153326
ENSG00000287087	5	53897464	53899370
ENSG00000287093	7	24761295	24795625
ENSG00000287095	8	132702801	132722283
ENSG00000287096	7	25750882	25758011
ENSG00000287098	X	40620701	40622109
ENSG00000287100	6	119349884	119699642
ENSG00000287104	4	6985913	6987079
ENSG00000287108	15	80768836	80776618
ENSG00000287109	21	25646113	25654671
ENSG00000287118	14	79639754	79644431
ENSG00000287120	10	9292842	9309772
ENSG00000287126	2	3568505	3575100
ENSG00000287130	2	76684975	76698996
ENSG00000287134	8	13147389	13207125
ENSG00000287135	2	104928803	104936467
ENSG00000287140	3	123563	133500
ENSG00000287142	14	29928445	29932756
ENSG00000287143	3	127821612	127858810
ENSG00000287157	1	210386657	210394112
ENSG00000287159	13	92607712	92677748
ENSG00000287160	X	130497785	130520309
ENSG00000287170	19	55116420	55123169
ENSG00000287171	X	8487165	8504564
ENSG00000287175	10	3809835	3816169
ENSG00000287177	1	238836404	238848117
ENSG00000287181	4	88352201	88361304
ENSG00000287182	4	40743627	40750865
ENSG00000287185	8	25179113	25184234
ENSG00000287190	1	146044624	146052554
ENSG00000287192	1	21177054	21178164
ENSG00000287193	17	82450911	82452213
ENSG00000287200	12	57457396	57462839
ENSG00000287207	3	122514961	122518172
ENSG00000287208	8	107186997	107195938
ENSG00000287214	8	67313043	67314637
ENSG00000287221	10	50736078	50739434
ENSG00000287222	8	143829495	143832861
ENSG00000287223	X	42723209	42755892
ENSG00000287226	4	157568731	158094763
ENSG00000287229	12	113863402	113871597
ENSG00000287233	9	107426405	107428742
ENSG00000287236	22	37033082	37035517
ENSG00000287238	11	118705883	118729916
ENSG00000287241	20	17216713	17228889
ENSG00000287245	11	109946523	110004486
ENSG00000287249	7	35036482	35132784
ENSG00000287254	19	14207130	14219964
ENSG00000287255	2	40511921	40545797
ENSG00000287258	6	122562172	122621014
ENSG00000287260	6	154510752	154522383
ENSG00000287262	4	39539317	39546073
ENSG00000287265	6	285443	292648
ENSG00000287269	22	36335217	36343530
ENSG00000287271	19	38975161	39014527
ENSG00000287277	10	6824275	7119808
ENSG00000287278	10	33334988	33390935
ENSG00000287283	1	69706950	69710274
ENSG00000287284	2	18890094	19091593
ENSG00000287286	3	197665316	197674863
ENSG00000287287	9	35491119	35491969
ENSG00000287289	8	107160317	107166595
ENSG00000287292	4	148442685	149024624
ENSG00000287293	6	729052	760936
ENSG00000287299	2	200390666	200478018
ENSG00000287303	8	17604667	17610269
ENSG00000287306	10	69510166	69544257
ENSG00000287307	17	15062087	15104517
ENSG00000287309	10	10400340	10404203
ENSG00000287311	12	128052122	128068361
ENSG00000287320	4	34140598	34180729
ENSG00000287330	13	100338982	100364959
ENSG00000287333	9	86127458	86129363
ENSG00000287338	1	223091872	223103355
ENSG00000287342	7	328663	333606
ENSG00000287357	13	22589699	22593871
ENSG00000287362	2	95067074	95077078
ENSG00000287364	1	195747024	195763653
ENSG00000287367	5	54663327	54737057
ENSG00000287370	X	64205915	64388372
ENSG00000287372	1	90377942	90420396
ENSG00000287374	1	145475606	145519334
ENSG00000287382	4	55889743	55948818
ENSG00000287383	4	66169778	66329377
ENSG00000287389	4	27917753	28009909
ENSG00000287390	5	130655383	130996140
ENSG00000287391	15	87638688	87668488
ENSG00000287402	10	29372986	29409510
ENSG00000287413	6	134074123	134121433
ENSG00000287417	3	42719401	42723136
ENSG00000287422	1	39226670	39238620
ENSG00000287424	4	165647636	165758108
ENSG00000287425	11	73983449	73985562
ENSG00000287428	10	3296338	3298137
ENSG00000287429	16	11290569	11294906
ENSG00000287430	20	19208582	19212164
ENSG00000287437	14	90291516	90294942
ENSG00000287439	15	47956521	48047193
ENSG00000287449	4	140577845	140579657
ENSG00000287452	1	181808830	181998990
ENSG00000287454	12	96229563	96235650
ENSG00000287455	12	17066205	17144657
ENSG00000287458	6	35650997	35652856
ENSG00000287463	2	134717636	134725474
ENSG00000287469	16	49072543	49275579
ENSG00000287474	2	75799974	76208703
ENSG00000287475	10	86395187	86400943
ENSG00000287477	13	37869747	37874444
ENSG00000287480	9	185851	209554
ENSG00000287483	6	20329922	20334493
ENSG00000287484	11	1773710	1774910
ENSG00000287485	6	47374561	47415114
ENSG00000287493	12	121887540	121888643
ENSG00000287494	15	64878428	64882385
ENSG00000287509	18	9335269	9336242
ENSG00000287512	4	98961083	98964790
ENSG00000287514	9	36779475	36830456
ENSG00000287516	1	241413716	241468661
ENSG00000287519	7	77487317	77498965
ENSG00000287530	13	23954450	23970188
ENSG00000287535	8	41566807	41568641
ENSG00000287537	12	49534202	49538894
ENSG00000287539	17	78845263	78846792
ENSG00000287544	4	176844493	177301309
ENSG00000287549	X	41008427	41029306
ENSG00000287550	6	164778052	164856375
ENSG00000287555	4	152448275	152513788
ENSG00000287558	6	160742509	160767557
ENSG00000287559	6	17224243	17281428
ENSG00000287560	10	3030045	3047308
ENSG00000287562	6	44090787	44095585
ENSG00000287565	4	149377257	149380107
ENSG00000287574	7	44582495	44583676
ENSG00000287576	8	143541568	143549907
ENSG00000287582	1	54514417	54517384
ENSG00000287586	1	4730211	4734992
ENSG00000287591	6	158296360	158303376
ENSG00000287595	3	72738898	72745130
ENSG00000287597	5	40306824	40312905
ENSG00000287603	19	48547637	48597238
ENSG00000287608	19	53434661	53473936
ENSG00000287611	18	24499952	24523517
ENSG00000287621	2	183253652	183526057
ENSG00000287625	2	84907333	84969580
ENSG00000287629	3	42665873	42683793
ENSG00000287632	4	78669690	78691691
ENSG00000287633	1	234550446	234554838
ENSG00000287640	2	60383141	60385794
ENSG00000287643	14	70945640	70959029
ENSG00000287646	18	70205773	70210282
ENSG00000287650	13	35494178	35496615
ENSG00000287653	10	1957589	1960190
ENSG00000287665	7	4725440	4728721
ENSG00000287666	11	126119677	126158835
ENSG00000287667	4	186326302	186336662
ENSG00000287668	14	94543656	94547790
ENSG00000287670	2	88016780	88021451
ENSG00000287671	17	21442805	21451525
ENSG00000287679	6	61870097	61893882
ENSG00000287684	1	222729896	222773306
ENSG00000287689	18	74464410	74468707
ENSG00000287692	4	122700438	122713529
ENSG00000287693	18	71137829	71208366
ENSG00000287695	5	154346042	154347834
ENSG00000287701	5	74899115	74903650
ENSG00000287707	3	51927071	51932483
ENSG00000287714	12	92026447	92032392
ENSG00000287715	12	56987734	56990756
ENSG00000287724	1	54874672	54883664
ENSG00000287726	5	141877633	141920257
ENSG00000287733	7	135170789	135172490
ENSG00000287735	14	20317949	20319707
ENSG00000287737	17	82273734	82279645
ENSG00000287739	16	22170309	22175524
ENSG00000287740	8	2873525	2877916
ENSG00000287741	15	70556521	70562722
ENSG00000287742	2	127406731	127416862
ENSG00000287743	1	40659777	40667480
ENSG00000287759	9	4741741	4759639
ENSG00000287760	16	68448833	68450413
ENSG00000287763	2	87311436	87348822
ENSG00000287769	9	88384902	88389295
ENSG00000287771	2	102037963	102058190
ENSG00000287772	14	96749695	96755556
ENSG00000287774	3	30292448	30305037
ENSG00000287776	X	122422001	122479732
ENSG00000287778	4	11426874	11467802
ENSG00000287795	3	115413476	115486449
ENSG00000287797	1	92978265	92987367
ENSG00000287807	1	112978610	113008479
ENSG00000287809	16	21511635	21515131
ENSG00000287815	7	74280709	74289333
ENSG00000287820	6	139938202	139991119
ENSG00000287825	6	42927686	42929752
ENSG00000287826	8	116289622	116298954
ENSG00000287827	7	118511942	118513830
ENSG00000287829	7	117091678	117097262
ENSG00000287830	16	9808856	9810726
ENSG00000287833	14	66248811	66278875
ENSG00000287836	17	76831684	76841099
ENSG00000287839	1	155626755	155648640
ENSG00000287845	4	116714844	116719669
ENSG00000287847	2	147150707	147152047
ENSG00000287850	20	32275049	32277577
ENSG00000287851	11	67316537	67317814
ENSG00000287855	16	817489	862843
ENSG00000287860	7	6930265	7116106
ENSG00000287862	5	87856395	88144507
ENSG00000287863	13	46290300	46298110
ENSG00000287872	15	82113384	82119570
ENSG00000287879	18	79959579	79963178
ENSG00000287892	15	101058647	101063904
ENSG00000287896	19	47469910	47478550
ENSG00000287899	3	171941607	171996871
ENSG00000287913	14	68731234	68737171
ENSG00000287916	3	156143570	156540627
ENSG00000287917	11	65305343	65316195
ENSG00000287920	6	11291299	11296224
ENSG00000287923	13	105950095	106214010
ENSG00000287925	10	16519927	16592869
ENSG00000287927	8	85973793	85978606
ENSG00000287933	6	116033891	116062155
ENSG00000287937	2	112813279	112825509
ENSG00000287945	10	35443411	35444569
ENSG00000287950	15	94455469	94550572
ENSG00000287957	12	106867177	106871505
ENSG00000287958	3	39227667	39263352
ENSG00000287963	5	155087430	155199252
ENSG00000287964	3	11060958	11091548
ENSG00000287969	10	59357007	59364075
ENSG00000287972	4	9000668	9092530
ENSG00000287975	8	60868524	60904807
ENSG00000287978	1	146376529	146388116
ENSG00000287979	1	120844016	120850985
ENSG00000287981	3	34152979	34157297
ENSG00000287983	20	39231115	39233836
ENSG00000287986	9	35922159	35925554
ENSG00000287990	14	51022967	51031032
ENSG00000287991	14	98999571	99003545
ENSG00000287998	8	64798464	64910839
ENSG00000288009	6	89130820	89146893
ENSG00000288010	6	42893761	42903072
ENSG00000288018	11	88337378	88428551
ENSG00000288023	9	94725871	94726575
ENSG00000288025	4	173397770	173409559
ENSG00000288028	14	94599460	94607839
ENSG00000288032	3	155886615	155890729
ENSG00000288033	11	512513	518134
ENSG00000288044	14	24266033	24298861
ENSG00000288048	2	172234230	172237223
ENSG00000288049	Y	19744756	19759978
ENSG00000288052	10	61493843	61496877
ENSG00000288066	2	151796688	151798688
ENSG00000288067	8	134190383	134390487
ENSG00000288075	4	9016552	9381426
ENSG00000288084	6	103866023	103874687
ENSG00000288086	20	57116566	57119543
ENSG00000288087	3	161600438	161735399
ENSG00000288091	2	161577192	161625752
ENSG00000288093	1	161399998	161401868
ENSG00000288095	5	141320866	141329727
ENSG00000288096	8	143888500	143901588
ENSG00000288097	11	111320379	111323816
ENSG00000288105	3	79411714	79470827
ENSG00000288106	22	38871700	38925455
ENSG00000288107	10	133565797	133629507
ENSG00000288156	19	2293173	2295781
ENSG00000288321	4	33467398	33693993
ENSG00000288398	1	16228674	16231335
ENSG00000288536	21	15101543	15138700
ENSG00000288538	11	78223815	78225909
ENSG00000288542	13	40469955	40611127
ENSG00000288557	3	106684388	106691320
ENSG00000288562	1	186614990	186626662
ENSG00000288577	20	3406380	3420848
ENSG00000288584	6	164148022	164152304
ENSG00000288585	3	141434296	141456448
ENSG00000288587	6	31400702	31463705
ENSG00000288595	X	114040374	114056423
ENSG00000288597	X	103707034	103919047
ENSG00000288598	13	41512392	41607385
ENSG00000288606	4	15681756	15705565
ENSG00000288612	6	3023472	3027426
ENSG00000288659	4	62133724	62221384
ENSG00000288670	1	161368022	161371964
ENSG00000288692	4	110876410	111392336
ENSG00000288696	6	163867643	164322141
ENSG00000288700	3	134485721	134951651
ENSG00000288703	3	46065695	46104017
ENSG00000288719	22	42183827	42207600
ENSG00000288720	3	45795970	45863928
ENSG00000288731	19	35347458	35436539
ENSG00000288735	8	29288504	29320465
ENSG00000288737	5	172807436	172808088
ENSG00000288741	5	80256190	80258047
ENSG00000288745	15	59070036	59071317
ENSG00000288746	7	44043567	44045307
ENSG00000288748	17	7835808	7838096
ENSG00000288750	17	8383648	8384597
ENSG00000288752	8	98045609	98047728
ENSG00000288758	5	133239981	133241250
ENSG00000288759	X	47129237	47139794
ENSG00000288765	13	57630065	57631154
ENSG00000288771	9	68954528	68975932
ENSG00000288774	5	147874113	147874508
ENSG00000288777	22	35603958	35604880
ENSG00000288790	19	32206016	32222490
ENSG00000288792	7	2642737	2643373
ENSG00000288794	3	188300455	188301990
ENSG00000288800	18	61420358	61422436
ENSG00000288803	1	110680508	110682674
ENSG00000288815	19	20636211	20637038
ENSG00000288818	8	52714516	52777058
ENSG00000288823	10	73744125	73782590
ENSG00000288827	19	47349355	47350224
ENSG00000288836	6	144139956	144141641
ENSG00000288838	9	62798833	62802715
ENSG00000288843	20	41623485	41715725
ENSG00000288852	11	64183353	64185728
ENSG00000288855	14	50736300	50737517
ENSG00000288863	12	113361328	113362608
ENSG00000288874	10	29991106	30001202
ENSG00000288875	10	88049194	88104433
ENSG00000288880	1	150629811	150637743
ENSG00000288882	7	142716831	142719234
ENSG00000288886	2	42791831	42796750
ENSG00000288887	6	24933901	25135158
ENSG00000288888	4	77056585	77057629
ENSG00000288895	3	176275812	176327170
ENSG00000288897	8	84227057	84228176
ENSG00000288899	19	57297511	57298391
ENSG00000288900	2	191673767	191677869
ENSG00000288908	X	48958643	48959773
ENSG00000288909	17	43388373	43389865
ENSG00000288923	17	28179873	28181585
ENSG00000288924	9	129891881	129893638
ENSG00000288932	2	64228412	64344893
ENSG00000288933	10	113844393	113854473
ENSG00000288934	1	204411350	204413448
ENSG00000288948	2	101797890	101800135
ENSG00000288953	19	52699353	52700660
ENSG00000288961	17	44324359	44327576
ENSG00000288969	3	11183856	11184935
ENSG00000288973	7	29645921	29648968
ENSG00000288983	16	30634487	30635572
ENSG00000288984	12	2824876	2826220
ENSG00000288990	3	196636180	196639664
ENSG00000288995	9	126819282	126820987
ENSG00000289003	2	39480783	39482057
ENSG00000289006	13	25096140	25098229
ENSG00000289007	X	2566022	2609292
ENSG00000289009	21	44873976	44875810
ENSG00000289013	2	40394673	40396777
ENSG00000289015	7	66681258	66682067
ENSG00000289017	15	92908004	92909131
ENSG00000289018	2	231700641	231707179
ENSG00000289019	4	70853613	70903213
ENSG00000289021	17	48944886	48945766
ENSG00000289028	15	101652415	101654847
ENSG00000289030	19	29715271	29722046
ENSG00000289034	4	87996438	88007523
ENSG00000289039	10	133009436	133029612
ENSG00000289042	7	72919205	72920253
ENSG00000289044	22	46069752	46070807
ENSG00000289046	12	45990001	46004901
ENSG00000289047	6	32894144	32903758
ENSG00000289056	5	50666738	50667956
ENSG00000289059	7	76318243	76325243
ENSG00000289074	11	70269189	70270533
ENSG00000289085	5	173911682	173912938
ENSG00000289091	2	120255848	120259223
ENSG00000289092	10	46007581	46008969
ENSG00000289098	14	36180939	36181654
ENSG00000289100	6	33299466	33301090
ENSG00000289102	19	52558017	52559570
ENSG00000289106	1	161364221	161364752
ENSG00000289107	16	7054233	7057043
ENSG00000289113	2	209299478	209311043
ENSG00000289117	6	26157145	26157938
ENSG00000289123	9	91188125	91198423
ENSG00000289130	3	24137810	24324470
ENSG00000289134	3	119639782	119640998
ENSG00000289137	14	99281301	99296742
ENSG00000289138	3	19951702	19953352
ENSG00000289161	8	143556816	143558386
ENSG00000289164	16	67768822	67769462
ENSG00000289172	20	45179818	45191491
ENSG00000289180	14	69069291	69145384
ENSG00000289182	17	81515052	81516412
ENSG00000289187	19	30493091	30494970
ENSG00000289188	10	24578905	24580915
ENSG00000289201	4	24447520	24503493
ENSG00000289207	14	103057831	103059489
ENSG00000289210	4	174231025	174233348
ENSG00000289212	1	77219496	77248033
ENSG00000289214	9	85858720	85859761
ENSG00000289221	21	36421848	36430115
ENSG00000289222	16	2903540	2905439
ENSG00000289227	9	105402975	105404255
ENSG00000289236	20	62119076	62123578
ENSG00000289254	19	3932486	3951454
ENSG00000289268	11	61797424	61799145
ENSG00000289270	10	51531638	51533633
ENSG00000289271	15	101500333	101501791
ENSG00000289272	2	44228188	44229195
ENSG00000289273	1	161518705	161519568
ENSG00000289277	15	44241591	44288655
ENSG00000289278	14	100683750	100692117
ENSG00000289279	3	39519506	39521577
ENSG00000289286	6	73570461	73571964
ENSG00000289287	X	114594347	114606897
ENSG00000289293	17	62065498	62065995
ENSG00000289294	2	203237261	203239307
ENSG00000289295	9	37776166	37777224
ENSG00000289298	19	41530216	41531859
ENSG00000289299	10	47206903	47225024
ENSG00000289306	5	142149435	142150200
ENSG00000289308	4	61749388	61769740
ENSG00000289310	12	40229956	40231409
ENSG00000289311	12	110184554	110281043
ENSG00000289316	8	133237171	133237927
ENSG00000289318	1	143972386	143975157
ENSG00000289320	4	155979074	156015590
ENSG00000289326	2	27715829	27762039
ENSG00000289331	3	187745152	187745403
ENSG00000289339	11	65575330	65575964
ENSG00000289340	14	75257265	75259078
ENSG00000289341	1	225999461	226001134
ENSG00000289350	10	26292556	26380896
ENSG00000289351	3	129230509	129236068
ENSG00000289352	7	2608881	2624706
ENSG00000289353	16	66567156	66568898
ENSG00000289355	1	101150443	101225002
ENSG00000289356	9	97214722	97219980
ENSG00000289361	4	89940	91488
ENSG00000289363	10	10506671	10508182
ENSG00000289364	2	16401666	16478625
ENSG00000289377	1	234745771	234772888
ENSG00000289380	1	13757778	13758465
ENSG00000289381	13	31796368	31814730
ENSG00000289384	12	88381483	88419286
ENSG00000289397	15	30417251	30471803
ENSG00000289400	10	129021295	129036786
ENSG00000289401	12	120572901	120573600
ENSG00000289405	8	134715820	134832014
ENSG00000289410	2	61678549	61764699
ENSG00000289417	3	173818896	173820203
ENSG00000289425	1	174967328	174967944
ENSG00000289437	12	95260099	95261021
ENSG00000289440	9	78234831	78236024
ENSG00000289443	4	77048964	77050852
ENSG00000289444	10	48035880	48140480
ENSG00000289463	2	71419974	71422314
ENSG00000289468	11	3706681	3707754
ENSG00000289474	2	148881726	148881841
ENSG00000289476	12	95305929	95306863
ENSG00000289479	X	92099325	92105722
ENSG00000289480	4	82348252	82349441
ENSG00000289494	20	3208025	3209478
ENSG00000289502	8	90957029	90957721
ENSG00000289504	3	50651279	50653813
ENSG00000289505	20	10308422	10309905
ENSG00000289507	3	47349783	47351101
ENSG00000289511	21	46667377	46669252
ENSG00000289513	21	41764826	41776433
ENSG00000289514	8	41797775	41801328
ENSG00000289516	12	132956367	132983710
ENSG00000289520	4	176341098	176342289
ENSG00000289523	14	55064003	55064583
ENSG00000289525	15	69746242	69755849
ENSG00000289527	10	52002242	52039261
ENSG00000289540	5	40678765	40679305
ENSG00000289546	21	43884375	43889812
ENSG00000289548	20	62533908	62537193
ENSG00000289550	18	12277724	12279316
ENSG00000289554	1	26881109	26882235
ENSG00000289557	12	104644150	104647551
ENSG00000289559	6	32891395	32894709
ENSG00000289572	20	14818826	14819308
ENSG00000289574	3	179370392	179371971
ENSG00000289576	1	28095148	28126939
ENSG00000289579	17	42409892	42411209
ENSG00000289580	10	90807591	90816608
ENSG00000289581	1	183874511	183875729
ENSG00000289586	4	76908716	76949651
ENSG00000289587	17	66432078	66463272
ENSG00000289589	1	181071802	181088589
ENSG00000289601	5	31092322	31274639
ENSG00000289605	12	91276222	91634239
ENSG00000289609	6	43985019	43999564
ENSG00000289618	16	67999040	67999758
ENSG00000289621	11	58770336	58898864
ENSG00000289626	14	68794739	68795250
ENSG00000289627	2	54581577	54582580
ENSG00000289628	1	237814959	237816706
ENSG00000289629	3	101595787	101596523
ENSG00000289637	6	31820963	31822310
ENSG00000289639	5	74868003	74868695
ENSG00000289642	1	149013782	149014961
ENSG00000289688	13	23505179	23535314
ENSG00000289691	7	100397383	100420722
ENSG00000289698	2	201273053	201277529
ENSG00000289699	5	39331773	39424868
ENSG00000289702	5	169856650	169861747
ENSG00000289704	15	82160249	82164200
ENSG00000289707	Y	21138633	21257832
ENSG00000289725	9	64411638	64469260
ENSG00000289726	5	178154048	178194925
ENSG00000289727	2	32233386	32267059
ENSG00000289735	9	117918096	117925216
ENSG00000289754	16	28537040	28620133
ENSG00000289788	7	140767530	140795643
ENSG00000289832	12	1646308	1671056
ENSG00000289841	22	41446935	41447749
ENSG00000289852	13	44306655	44307355
ENSG00000289855	2	61763893	61766653
ENSG00000289857	21	44482985	44483400
ENSG00000289864	X	119605717	119607566
ENSG00000289880	1	222742640	222742729
ENSG00000289883	11	65476202	65477572
ENSG00000289889	16	31516802	31522310
ENSG00000289890	X	47555936	47561451
ENSG00000289892	10	6733239	6737354
ENSG00000289907	16	52296987	52383740
ENSG00000289910	17	11997583	11998657
ENSG00000289912	5	100903392	100905146
ENSG00000289927	21	38229926	38235572
ENSG00000289939	21	33402572	33403047
ENSG00000289946	22	19933661	19939498
ENSG00000289947	22	50541491	50541847
ENSG00000289955	20	2330316	2331055
ENSG00000289963	22	39066256	39069975
ENSG00000289965	12	55709985	55710440
ENSG00000289966	10	119883898	119891217
ENSG00000289973	14	23394814	23396281
ENSG00000289978	16	21226764	21233613
ENSG00000289983	4	789174	799902
ENSG00000290001	3	129066803	129067887
ENSG00000290003	12	106349054	106349336
ENSG00000290018	2	174719821	174720853
ENSG00000290021	3	187744552	187744906
ENSG00000290031	19	39336178	39336615
ENSG00000290033	12	116817906	116819398
ENSG00000290034	6	41154450	41177861
ENSG00000290035	3	127218943	127227277
ENSG00000290036	12	10280330	10305652
ENSG00000290043	5	179527039	179530819
ENSG00000290044	3	14144198	14144540
ENSG00000290053	17	50793209	50795241
ENSG00000290057	11	65416554	65422273
ENSG00000290068	19	4812431	4812876
ENSG00000290070	19	16367585	16368008
ENSG00000290074	1	150579305	150604291
ENSG00000290082	17	29567820	29568546
ENSG00000290084	7	38302227	38304066
ENSG00000290085	2	84962021	84970761
ENSG00000290087	7	36737021	36737572
ENSG00000290089	2	190452961	190469962
ENSG00000290092	2	7876670	7892268
ENSG00000290097	2	229331159	229335483
ENSG00000290098	11	2347498	2375404
ENSG00000290104	2	88864876	88866201
ENSG00000290109	1	8970490	8971246
ENSG00000290121	1	144545892	144546889
ENSG00000290122	1	16904953	16905828
ENSG00000290123	1	28234075	28237011
ENSG00000290192	16	21385801	21471843
ENSG00000290226	20	63865329	63928452
ENSG00000290285	12	274821	276722
ENSG00000290332	Y	9517599	9525487
ENSG00000290344	Y	9954532	10035331
ENSG00000290357	8	7091958	7201242
ENSG00000290366	17	6657034	6693577
ENSG00000290383	16	18394972	18401925
ENSG00000290385	1	365127	532459
ENSG00000290386	16	18341622	18346318
ENSG00000290391	16	14918140	14922087
ENSG00000290395	17	30600796	30615980
ENSG00000290397	22	11707145	11955470
ENSG00000290399	15	22664679	22691323
ENSG00000290411	11	55850347	55858547
ENSG00000290420	16	33562649	33578638
ENSG00000290427	19	6952500	6997872
ENSG00000290437	13	19181969	19187905
ENSG00000290438	13	18408589	18423417
ENSG00000290441	4	153640168	153681180
ENSG00000290450	17	30631755	30692667
ENSG00000290461	18	14225224	14342525
ENSG00000290466	1	48096092	48182428
ENSG00000290469	12	9557314	9576275
ENSG00000290476	13	40798368	40921891
ENSG00000290482	9	2834116	3182287
ENSG00000290484	12	7890776	7906105
ENSG00000290490	13	52219339	52334318
ENSG00000290498	11	106249989	106264905
ENSG00000290522	18	15313556	15330513
ENSG00000290523	21	10413467	10500916
ENSG00000290530	5	22142352	22152356
ENSG00000290531	12	30978308	31006010
ENSG00000290535	10	38403126	38452153
ENSG00000290536	1	58047889	58049335
ENSG00000290537	12	10588063	10599672
ENSG00000290538	9	35940669	36014772
ENSG00000290546	9	40497807	40635227
ENSG00000290548	5	34051309	34244861
ENSG00000290549	9	63254865	63385232
ENSG00000290550	5	86282460	86296463
ENSG00000290551	9	81977614	82780195
ENSG00000290556	5	69607038	69649935
ENSG00000290560	5	69544383	69710607
ENSG00000290563	6	41208542	41272128
ENSG00000290565	2	91686102	91712130
ENSG00000290569	1	120230346	120354593
ENSG00000290573	9	63054263	63128668
ENSG00000290574	6	30005971	30009970
ENSG00000290576	12	100156391	100200557
ENSG00000290577	13	99404684	99423364
ENSG00000290578	1	146320619	146409601
ENSG00000290585	9	138215713	138295663
